"LEGAL_NAME","ACCOUNT_TYPE_CODE","ACCOUNT_TYPE","PHYSICAL_ADDRESS_STATE","Physical_Address_ZIP_Code1"
"HA KIM NGUYEN","1520","Service/Rental/Etc","LA","70816"
"LC FURNITURE INC","9999","No Occupational License","LA","70607"
"OLIVER J GRIFFIN JR","1520","Service/Rental/Etc","LA","70806"
"MESTIZO INC","1525","Retail Dealer","LA","70808"
"SHANNON ALEXANDER","1520","Service/Rental/Etc","LA","70802"
"VENTING SYSTEMS INC","9999","No Occupational License","LA","70085"
"FRANCES E NEWMAN","1525","Retail Dealer","LA","70816"
"BESIDE THE STILL WATERS INC","9999","No Occupational License","LA","70714"
"MICHAEL PLANCHARD","1525","Retail Dealer","LA","70815"
"MEARS SAND & GRAVEL LLC","9999","No Occupational License","LA","70706"
"LEJEANNE FOLSE HARRIS","1520","Service/Rental/Etc","LA","70802"
"RHORER MONIOTTE INVESTMENTS LL","1610","Wholesale Dealer","LA","70809"
"FRANKLIN FABRICATING SERV INC","1525","Retail Dealer","LA","70748"
"TRI STAR BUILDERS LLC","2710","Contractor","LA","70817"
"RED RIVER SPECIALTIES INC","9999","No Occupational License","LA","71107"
"KRANSON INDUSTRIES INC","9999","No Occupational License","LA","70123"
"JAZIL INC","1525","Retail Dealer","LA","70836"
"MELVIN KALMICK","2710","Contractor","LA","70827"
"D OROURKE & ASSOCIATES LLC","1520","Service/Rental/Etc","LA","70816"
"RENT A CENTER INC # F26","1525","Retail Dealer","LA","70805"
"SDI OF BATON ROUGE AIRLINE LLC","1525","Retail Dealer","LA","70815"
"A PLUS DESIGNS INC","1525","Retail Dealer","LA","70817"
"MARK H ZIELINSK MD LLC","2090","Professional","LA","70806"
"MJM ENTERPRISES","1520","Service/Rental/Etc","LA","70805"
"LOGISTICS MGT RESOURCES INC","1520","Service/Rental/Etc","LA","70810"
"WILLIAM DEROSSETTE","1520","Service/Rental/Etc","LA","70806"
"RANDALL BLOUIN","2090","Professional","LA","70817"
"SOUTHERN CHOICE MORTGAGE INC","2640","Retail Autos & Boats","LA","70805"
"JOSEPH A PROKOP JR A PROF CORP","2090","Professional","LA","70802"
"SALON 4000 INC","1520","Service/Rental/Etc","LA","70816"
"STEVEN LORD","1520","Service/Rental/Etc","LA","70814"
"FUTURE PIPE INDUSTRIES INC","2710","Contractor","LA","70810"
"ONEAL LANE SELF STORAGE LLC","1520","Service/Rental/Etc","LA","70816"
"FAMILY FINANCIAL LIFE INS CO","6000","Insurance Company","LA","70002"
"GARY SUDDUTH","1520","Service/Rental/Etc","LA","70816"
"B & J HOME INSPECTION SVS INC","1520","Service/Rental/Etc","LA","70817"
"T H G ENTERPRISES LLC","1525","Retail Dealer","LA","70805"
"VALERIE RICE","1520","Service/Rental/Etc","LA","70811"
"LINDA WIGINTON","9999","No Occupational License","LA","70791"
"DECORATOR DEPOT USA LLC","1525","Retail Dealer","LA","70810"
"BERNARD C OTI","1525","Retail Dealer","LA","70802"
"MICHAEL DENHAM","1520","Service/Rental/Etc","LA","70817"
"SANDY MAC INC","1525","Retail Dealer","LA","70817"
"LINDY PAUL HOLMES","2710","Contractor","LA","70815"
"LEISURE LIVING INC","1525","Retail Dealer","LA","70810"
"CAPITAL CITY BOAT ASSOCIATION","9999","No Occupational License","LA","70809"
"DEZINE PRODUCTS INC","1610","Wholesale Dealer","LA","70814"
"SAMUEL DOUGLAS","9999","No Occupational License","LA","70726"
"GULF COAST WIRELESS LIMITED","1525","Retail Dealer","LA","70810"
"LAURIE VALENTINE BROWN","1520","Service/Rental/Etc","LA","70816"
"ANDRE SCOTT","1525","Retail Dealer","LA","70805"
"PRICEWATERHOUSECOOPERS LLP","9999","No Occupational License","LA","70113"
"ELIZABETH CLUBB APMC","2090","Professional","LA","70809"
"TRI STATE TRAILERS LLC","1525","Retail Dealer","LA","70805"
"MUNCIPAL POLICE OFF ASSOC OF L","9999","No Occupational License","LA","70815"
"KINGDOM PUBLISHERS LLC","1520","Service/Rental/Etc","LA","70780"
"THOMAS PUMP & MACHINERY INC","9999","No Occupational License","LA","70460"
"THOMAS TINT & TRIM","1525","Retail Dealer","LA","70809"
"WILSON WAREHOUSE CO INC","1520","Service/Rental/Etc","LA","70805"
"WILSON WAREHOUSE CO INC","1520","Service/Rental/Etc","LA","70805"
"ROBERTS GEOSERVICES LLC","1520","Service/Rental/Etc","LA","70808"
"ASCENSION READY MIX INC","9999","No Occupational License","LA","70769"
"MARK LEBLANC","1610","Wholesale Dealer","LA","70806"
"RENT WAY INC","1525","Retail Dealer","LA","70805"
"RENT WAY INC","1525","Retail Dealer","LA","70806"
"ROBERT TOLAND","1520","Service/Rental/Etc","LA","70816"
"V'S CAFE & SEAFOOD MARKET INC","1525","Retail Dealer","LA","70805"
"KIRK EVANS","1520","Service/Rental/Etc","LA","70816"
"PHI PHAM","2090","Professional","LA","70815"
"WILLIE DAVIS JR","2710","Contractor","LA","70791"
"BRIANS FOR THE HOME INC","9999","No Occupational License","LA","70301"
"CEM SUPPLY LLC","9999","No Occupational License","LA","70058"
"SAILORMEN INC","1525","Retail Dealer","LA","70815"
"W C S ENTERPRISES LLC","1820","Commissioned Services","LA","70816"
"ULTIMATE MEDICAL SERVICES INC","9999","No Occupational License","LA","70615"
"SAILORMEN INC","1525","Retail Dealer","LA","70810"
"SAILORMEN INC","1525","Retail Dealer","LA","70816"
"K & L TRADING CO INC","1525","Retail Dealer","LA","70815"
"SAILORMEN INC","1525","Retail Dealer","LA","70817"
"SAILORMEN INC","1525","Retail Dealer","LA","70808"
"SAILORMEN INC","1525","Retail Dealer","LA","70816"
"SAILORMEN INC","1525","Retail Dealer","LA","70806"
"SAILORMEN INC","1525","Retail Dealer","LA","70814"
"DUNG ANH TRAN","1525","Retail Dealer","LA","70805"
"MCKENZIES TOBACCO SHOP INC","9999","No Occupational License","LA","70791"
"BAUGHMAN & PASSMAN INC","2710","Contractor","LA","70816"
"DEBORAH L DANIEL","1520","Service/Rental/Etc","LA","70802"
"GERARD BROUSSARD MD APMC","2090","Professional","LA","70815"
"DIAGNOSTIC HEALTH CORPORATION","2090","Professional","LA","70806"
"DIAGNOSTIC HEALTH CORPORATION","2090","Professional","LA","70808"
"SOUTHERN SPICE SHOP LLC","1525","Retail Dealer","LA","70806"
"DK IMAGE PRODUCTIONS","1520","Service/Rental/Etc","LA","70809"
"CLIFTON L PENNY","1520","Service/Rental/Etc","LA","70805"
"WENDALL J BLOUIN","1520","Service/Rental/Etc","LA","70815"
"TIGER CLEANING INC","1520","Service/Rental/Etc","LA","70816"
"ANTHONY J BYRD SR","1520","Service/Rental/Etc","LA","70802"
"BRPT-LAKE REHAB CENTERS LLC","2090","Professional","LA","70806"
"V S K MANAGEMENT INC","1525","Retail Dealer","LA","70808"
"TAMMY DIBENEDETTO","1520","Service/Rental/Etc","LA","70816"
"L A LEBLANC ASSOCIATES LTD","2090","Professional","LA","70816"
"MARK ADAM BLACK","1520","Service/Rental/Etc","LA","70817"
"WILBERT DYER JR","2710","Contractor","LA","70812"
"FENN CONSTRUCTION CO INC","2710","Contractor","LA","70734"
"ARAM TECHNOLOGIES LLC","9999","No Occupational License","LA","70401"
"LAQUITA PHILLIPS","1525","Retail Dealer","LA","70817"
"ARTHUR H HUBBARD","9999","No Occupational License","LA","70776"
"BRIDGET DAMRATOSKI","1525","Retail Dealer","LA","70815"
"PORTEOUS HAINKEL JOHNSON SARPY","2090","Professional","LA","70801"
"WILLIE COLLIER SR","2710","Contractor","LA","70805"
"ARTS COUNCIL OF GREATER BR","9999","No Occupational License","LA","70802"
"INTEGRITY MAILBOXES & SIGNAGE","1525","Retail Dealer","LA","70810"
"THE INTEGRITY GROUP INC","1525","Retail Dealer","LA","70810"
"ESCUDE LIFE INS CO","6000","Insurance Company","LA","71350"
"HARRISON FINANCIAL SERVICES IN","1710","Finance Lending","LA","70815"
"COOK SMITH INC","2710","Contractor","LA","70809"
"ADVANCE STORES COMPANY INC","1525","Retail Dealer","LA","70809"
"FLUID CONCEPTS INC","1525","Retail Dealer","LA","70817"
"ADVANCE STORES COMPANY INC","1525","Retail Dealer","LA","70805"
"MCFARLAND & MCFARLAND","9999","No Occupational License","LA","70791"
"S ANN B LLC","1525","Retail Dealer","LA","70808"
"WILLIE BURGMON","1520","Service/Rental/Etc","LA","70812"
"JAMES GASQUET","9999","No Occupational License","LA","70037"
"JAMIESON MANUFACTURING","9999","No Occupational License","LA","71129"
"SCENIC INC","1525","Retail Dealer","LA","70802"
"J & A ENTERPRISES INC","1520","Service/Rental/Etc","LA","70815"
"HEALTH QUEST PHYS THERAPY LLC","9999","No Occupational License","LA","70739"
"CLIFTON RAY EDWARDS","1520","Service/Rental/Etc","LA","70805"
"JEDD SMITH","9999","No Occupational License","LA","70726"
"HEBERT BLIND CO INC","1520","Service/Rental/Etc","LA","70806"
"GEORGE BERNARD CHATHAM","1520","Service/Rental/Etc","LA","70806"
"JIM GRAHAM","1520","Service/Rental/Etc","LA","70814"
"INDUSTRIAL SALES & RENTALS","9999","No Occupational License","LA","70769"
"FISETTE DRAGLINE SERVICE INC","9999","No Occupational License","LA","70517"
"TERM FAST ELECTRIC INC","9999","No Occupational License","LA","70003"
"JOHN G BALLANCE","1520","Service/Rental/Etc","LA","70820"
"COURT RICHARDSON","9999","No Occupational License","LA","70433"
"AUTO TECH AUTO SALES INC","2640","Retail Autos & Boats","LA","70815"
"DENNIS BELLARD","1520","Service/Rental/Etc","LA","70791"
"RANDALLS HAIR STUDIO","1525","Retail Dealer","LA","70809"
"HAIR CROWN INC","1525","Retail Dealer","LA","70805"
"RONNIE C MONTAGUE TRUCKING INC","1520","Service/Rental/Etc","LA","70811"
"MICHELE CRAWLEY","1820","Commissioned Services","LA","70808"
"JABELUES INC","1520","Service/Rental/Etc","LA","70791"
"MILLENIUM AUTOMOTIVE GROUP LLC","2640","Retail Autos & Boats","LA","70817"
"MICHAEL R RIVERS","1520","Service/Rental/Etc","LA","70791"
"HEIDEN INDUSTRIES LLC","9999","No Occupational License","LA","70062"
"HAIR CROWN INC","1525","Retail Dealer","LA","70805"
"MORRIS  MARY WIESE","1520","Service/Rental/Etc","LA","70817"
"ANN B COOKS DDS LLC","2090","Professional","LA","70809"
"EDWARD WILLCUTT","9999","No Occupational License","LA","70791"
"SIGNS IN A DAY INC","1525","Retail Dealer","LA","70816"
"LONG QUANG","1520","Service/Rental/Etc","LA","70806"
"BOLTON PLASTERING CO INC","2710","Contractor","LA","70809"
"GULF COAST WIRELESS LP","1525","Retail Dealer","LA","70815"
"PATSY JOSEY","1525","Retail Dealer","LA","70806"
"CUSTOM MUFFLER INC","1520","Service/Rental/Etc","LA","70805"
"MARTINA JAMES","1520","Service/Rental/Etc","LA","70815"
"ELLIS ENVIROMENTAL CONSLTS LLC","1520","Service/Rental/Etc","LA","70815"
"SDI OF BR HOOPER RD LLC","9999","No Occupational License","LA","70818"
"ROCHELLE MANCUSO","2710","Contractor","LA","70815"
"MILLER PENNIMAN EQUIPMENT CO","9999","No Occupational License","LA","71322"
"RUSSELL COOK SR","1520","Service/Rental/Etc","LA","70815"
"OLIVE BRANCH FOOD MART INC","1525","Retail Dealer","LA","70816"
"MORELLI & LANDRY","1520","Service/Rental/Etc","LA","70816"
"MARCO JOHNSON","1525","Retail Dealer","LA","70802"
"LINK SOLUTIONS LLC","2710","Contractor","LA","70809"
"THE PEAK MASSAGE INC","1520","Service/Rental/Etc","LA","70809"
"QUALITY LITIGATION SUPPORT INC","1525","Retail Dealer","LA","70801"
"BOL INC","1525","Retail Dealer","LA","70836"
"CIRCLE H PAINT CONTRACTING INC","2710","Contractor","LA","70811"
"JOSEPH N SHAW","2710","Contractor","LA","70811"
"STACI MAHAN","1520","Service/Rental/Etc","LA","70819"
"FAY C WICKER","9999","No Occupational License","LA","70791"
"HOME CARE SUPPLY LLC","1525","Retail Dealer","LA","70817"
"IMTC INC","9999","No Occupational License","LA","70669"
"BUDGET OFFICE FURNITURE INC","9999","No Occupational License","LA","70448"
"BIO-MEDICAL APPLICATIONS OF LA LLC","2090","Professional","LA","70806"
"KEVIN GUERIN","1520","Service/Rental/Etc","LA","70814"
"HAIR VISIONS INC","1520","Service/Rental/Etc","LA","70802"
"BULLDOG POWER WASHERS","9999","No Occupational License","LA","70737"
"QUALITY SHAMPOO INC","1520","Service/Rental/Etc","LA","70810"
"BRINKS INCORPORATED","1520","Service/Rental/Etc","LA","70809"
"JAMES C DIBENEDETTO","9999","No Occupational License","LA","70791"
"SAFEWAY INSURANCE CO OF LOUISI","6000","Insurance Company","LA","70509"
"LUIS GUTIERREZ","2710","Contractor","LA","70815"
"COMMERCIAL MARINE INC","9999","No Occupational License","LA","70044"
"JIMMY KNIGHT & DONNA KNIGHT","1525","Retail Dealer","LA","70811"
"WILLIAM LARRY FOIL","9999","No Occupational License","LA","70739"
"SYLVIA CARONA","1520","Service/Rental/Etc","LA","70814"
"COMMERCIAL MARINE INC","9999","No Occupational License","LA","70043"
"RONALD J OLAH SR","1520","Service/Rental/Etc","LA","70816"
"GERTRUDE GLASPER","1520","Service/Rental/Etc","LA","70805"
"B & B CLEANING SPECIALISTS","1520","Service/Rental/Etc","LA","70816"
"EDWARD CAREY","1520","Service/Rental/Etc","LA","70806"
"NORTH AMERICAN FINAN GRP LLC","1530","Retail Dealer of Motor Fuels","LA","70806"
"KEN FERRELL INC","9999","No Occupational License","LA","70508"
"DUNN & BENTON","1520","Service/Rental/Etc","LA","70815"
"BAYOU FABRICATED PRODUCTS INC","9999","No Occupational License","LA","70769"
"MCKINNEY SALVAGE HVY LIFT INC","1520","Service/Rental/Etc","LA","70802"
"MANAGEMENT SERVICES INTERNATIONAL CORP","1520","Service/Rental/Etc","LA","70810"
"ATCHAFALAYA SEAFOOD OF N O","1525","Retail Dealer","LA","70805"
"C H W RESTAURANTS LLC","1525","Retail Dealer","LA","70808"
"KEITH G MORRIS DESIGNS","1525","Retail Dealer","LA","70806"
"LA DEPT OF WILDLIFE & FISHERIE","9999","No Occupational License","LA","70808"
"FELICIANA DELIGHTS INC","9999","No Occupational License","LA","70722"
"DICHIARA CREATIVE LLC","1520","Service/Rental/Etc","LA","70810"
"ALEC A HIRSCH MD LLC","2090","Professional","LA","70808"
"PROJECT MANAGEMENT & MKTG INC","2710","Contractor","LA","70806"
"MICHAEL WALLACE","2710","Contractor","LA","70816"
"ENTIRE ENVIRONMENTAL SERVICES INC","9999","No Occupational License","LA","70776"
"NGUYEN & DANG","1520","Service/Rental/Etc","LA","70816"
"BENEFICIAL LOUISIANA INC","1710","Finance Lending","LA","70815"
"BELZONA OF BATON ROUGE INC","1525","Retail Dealer","LA","70816"
"V & H CONSTRUCTION INC","2710","Contractor","LA","70815"
"KLEINPETER MUSIC LLC","1525","Retail Dealer","LA","70808"
"RONALD JETT","9999","No Occupational License","LA","70791"
"DELIGHTFUL DESIGNS LLC","2710","Contractor","LA","70810"
"BARRY G DARENSBOURG","2710","Contractor","LA","70802"
"TRIPLE R FORMALWEAR & LIMO SERVICE INC","1525","Retail Dealer","LA","70810"
"ADVANCED APPLICATION SPEC INC","1525","Retail Dealer","LA","70816"
"MARTELLOS LLC AC HEAT & SHEET","2710","Contractor","LA","70814"
"THE MAILBOX INC","1525","Retail Dealer","LA","70816"
"THE HAIR ZONE LTD","9999","No Occupational License","LA","70818"
"EQUIPMENT FABRICATORS & SAL IN","1520","Service/Rental/Etc","LA","70806"
"JESSIE GUILLAUME","1520","Service/Rental/Etc","LA","70815"
"MARTIN TRANSPORT INC","1520","Service/Rental/Etc","LA","70807"
"GILBERT MATTIRE","1520","Service/Rental/Etc","LA","70814"
"DEPT OF CORRECTIONS SERVICES","9999","No Occupational License","LA","70802"
"COMMERCIAL TIRE OF LA INC","9999","No Occupational License","LA","70714"
"AUTO ZONE #3050","9999","No Occupational License","LA","70791"
"LA ASSIST TECH ACCESS NETWORK","9999","No Occupational License","LA","70808"
"PP & B BUILDERS INC","2710","Contractor","LA","70815"
"ABRAM JOHNSON","1520","Service/Rental/Etc","LA","70802"
"MYRIAD CORPORATE SERVICE","1520","Service/Rental/Etc","LA","70817"
"MARK DELAUNE","2710","Contractor","LA","70817"
"AECOM TECHNICAL SERVICES INC","2090","Professional","LA","70801"
"J&J INSTRUMENTS LLC","1610","Wholesale Dealer","LA","70809"
"SSP AMERICA INC","1525","Retail Dealer","LA","70807"
"KENNETH PAGE","2710","Contractor","LA","70816"
"AIRSYSTEMS CONCEPTS  INC","9999","No Occupational License","LA","70769"
"AARON DAVIS","1520","Service/Rental/Etc","LA","70820"
"CITI TRENDS INC  #166","1525","Retail Dealer","LA","70805"
"WOODY MANSUR","1520","Service/Rental/Etc","LA","70802"
"CITI TRENDS INC","9999","No Occupational License","LA","70714"
"HILTONS FOOD SERVICE SUPPLY INC","9999","No Occupational License","LA","70596"
"B & T ENVIRONMENTAL SVS LLC","2090","Professional","LA","70809"
"PEDIGO INC","1525","Retail Dealer","LA","70806"
"AARON RENTS INC","1520","Service/Rental/Etc","LA","70806"
"GMFS LLC","1820","Commissioned Services","LA","70806"
"MARIA FRENEAUX","9999","No Occupational License","LA","70818"
"JOHN HARRIS CONSTRUCTION INC","2710","Contractor","LA","70817"
"PEREGRINE CORP","1610","Wholesale Dealer","LA","70809"
"THE VILLAGE AT WINDERMERE LLC","1523","Nursing Home","LA","70810"
"WALDEN CO INC","2021","Itinerant Vendor (Parades & Food Vendors)","LA","70815"
"JADE ROBIN","9999","No Occupational License","LA","70791"
"DAZZLE GLAZZ LLC","1610","Wholesale Dealer","LA","70806"
"M A P INC","1520","Service/Rental/Etc","LA","70815"
"THOMAS P SAMBOLA","1525","Retail Dealer","LA","70810"
"DARRYL ROBERTSON","1520","Service/Rental/Etc","LA","70808"
"L & S AUTOMOTIVE LLC","1520","Service/Rental/Etc","LA","70817"
"YOUR COMPANY STORE INC","9999","No Occupational License","LA","70123"
"INTERIM SERVICES ATLANTIC LLC","1520","Service/Rental/Etc","LA","70815"
"CONTROLWORX LLC","2710","Contractor","LA","70810"
"CAPITOL CITY CRITTER CARE INC","1520","Service/Rental/Etc","LA","70806"
"MINDWAVES INC","1525","Retail Dealer","LA","70806"
"BOGIE GOLF INC","1525","Retail Dealer","LA","70810"
"ALRAND LLC","1525","Retail Dealer","LA","70815"
"ROYALE CLEANERS INC","1520","Service/Rental/Etc","LA","70817"
"MEREDITH TAYLOR","9999","No Occupational License","LA","70744"
"LINDSAY & MARCEL APLC","2090","Professional","LA","70809"
"EMILY L ELLIOTT","1520","Service/Rental/Etc","LA","70817"
"BLOCKBUSTER INC","1520","Service/Rental/Etc","LA","70814"
"WANDA ANSELMO","1520","Service/Rental/Etc","LA","70810"
"CARRUTH & CARRUTH","2710","Contractor","LA","70806"
"KAREN GAUTREAUX","9999","No Occupational License","LA","70739"
"CHENEVERT CONST & REMODEL INC","2710","Contractor","LA","70802"
"SCHILD & KIRK","1520","Service/Rental/Etc","LA","70808"
"RETAILERS CASUALTY INSURANCE COMPANY","6000","Insurance Company","LA","70898"
"PRIMEKEY MORTGAGE LLC","1820","Commissioned Services","LA","70809"
"MICHAEL S JONES","1520","Service/Rental/Etc","LA","70810"
"MERIDIAN MORTGAGE INC","1820","Commissioned Services","LA","70808"
"SOTEC LLC","9999","No Occupational License","LA","70123"
"BROCANTE LLC","1525","Retail Dealer","LA","70808"
"LA ANESTHESIOLOGY GROUP LLC","2090","Professional","LA","70817"
"LESLIE WILSON","1525","Retail Dealer","LA","70815"
"INDUSTRIAL MACHINE WORKS INC","9999","No Occupational License","LA","70714"
"BROWN STOCKYARD INC","1820","Commissioned Services","LA","70805"
"SUMITOMO MACHINERY CORP OF AME","1820","Commissioned Services","LA","70815"
"CAMPOS ON THE SPOT CARPET SVS","1520","Service/Rental/Etc","LA","70817"
"C BRANDON BROWN LLC","2090","Professional","LA","70802"
"VICKI LODGE","1822","Real Estate Broker","LA","70810"
"J A YOUNG & ASSOCIATES INC","1525","Retail Dealer","LA","70817"
"ONEAL CAR CARE INC","1520","Service/Rental/Etc","LA","70816"
"ROBERT WELLER","1520","Service/Rental/Etc","LA","70808"
"GERALD M BARNETT  JR","1520","Service/Rental/Etc","LA","70816"
"LYCON INC","9999","No Occupational License","LA","70508"
"EUROMARKET LLC","1525","Retail Dealer","LA","70816"
"ABLE SPRING & ALIGNMENT INC","1520","Service/Rental/Etc","LA","70809"
"YEATES & COMPANY INC","1822","Real Estate Broker","LA","70816"
"UNITED WELLHEAD SERVICES INC","9999","No Occupational License","LA","70529"
"B N L INC","1520","Service/Rental/Etc","LA","70809"
"CRAPANZANO BROTHERS INC","9999","No Occupational License","LA","70403"
"JOE PHILLIPS","1520","Service/Rental/Etc","LA","70806"
"CHERIE LEWIS","1525","Retail Dealer","LA","70808"
"ENVIRO CENTER LLC","9999","No Occupational License","LA","70509"
"MLC CAD SYSTEMS LLC","9999","No Occupational License","LA","70130"
"JERON GRAYSON","2710","Contractor","LA","70806"
"E T ELECTRONICS & REPAIR INC","1520","Service/Rental/Etc","LA","70815"
"THATS A POSSIBILITY LLC","1525","Retail Dealer","LA","70809"
"THE ROBINS & MORTON GROUP","2710","Contractor","LA","70816"
"BATON ROUGE TILE MART USA LLC","1525","Retail Dealer","LA","70816"
"LIPSEY COMMUNICATION LLC","1525","Retail Dealer","LA","70809"
"ZACHARY AUTO & TRUCK PARTS INC","9999","No Occupational License","LA","70791"
"SINGLE RESOURCES INC","1520","Service/Rental/Etc","LA","70809"
"AQUA PURE OF LOUISIANA LLC","9999","No Occupational License","LA","70123"
"RATCLIFF CONSTRUCTION CO LLC","9999","No Occupational License","LA","71303"
"PATRICK M PASSMAN","1520","Service/Rental/Etc","LA","70739"
"WALKER INVESTIGATIONS LLC","1520","Service/Rental/Etc","LA","70816"
"ROBERT DAVIS IV","1520","Service/Rental/Etc","LA","70814"
